Orthogroup	Amblyomma_aureolatum	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0001018	sp|Q9DBR3|ARMC8_MOUSE	tr|A0A023FN44|A0A023FN44_AMBCJ, tr|A0A023GFP2|A0A023GFP2_AMBTT, tr|L7LUA5|L7LUA5_RHIPC, tr|L7LZ47|L7LZ47_RHIPC			sp|Q9DBR3|ARMC8_MOUSE
OG0001019	sp|A7SMW7|L2HDH_NEMVE, sp|Q6DCP1|FXRD1_XENLA	tr|L7MFS6|L7MFS6_RHIPC, tr|V5HX15|V5HX15_IXORI		sp|Q6DCP1|FXRD1_XENLA	sp|Q6DCP1|FXRD1_XENLA
OG0001020	sp|P54364|JANA_DROPS	tr|A0A023FG92|A0A023FG92_AMBCJ, tr|A0A023G936|A0A023G936_AMBTT, tr|L7M641|L7M641_RHIPC		sp|P59083|PHP14_PIG	sp|P54364|JANA_DROPS
OG0001021	sp|Q6ZPR6|IBTK_MOUSE	tr|B7PBE3|B7PBE3_IXOSC, tr|L7LVX9|L7LVX9_RHIPC, tr|L7M1H5|L7M1H5_RHIPC, tr|V5IHX8|V5IHX8_IXORI			sp|Q6ZPR6|IBTK_MOUSE
OG0001022	sp|Q5ZML4|CHRD1_CHICK	tr|A0A023FLV3|A0A023FLV3_AMBCJ, tr|L7LVU5|L7LVU5_RHIPC, tr|L7LYB3|L7LYB3_RHIPC		sp|Q5ZML4|CHRD1_CHICK	sp|D4A4T9|CHRD1_RAT
OG0001023	sp|D3YZP9|CCDC6_MOUSE	tr|A0A023GKH1|A0A023GKH1_AMBTT, tr|L7M170|L7M170_RHIPC		sp|D3YZP9|CCDC6_MOUSE	sp|D3YZP9|CCDC6_MOUSE, sp|Q16204|CCDC6_HUMAN
OG0001024	sp|Q9BWU0|NADAP_HUMAN	tr|A0A023GBV3|A0A023GBV3_AMBTT, tr|A0A023GM21|A0A023GM21_AMBTT, tr|B7PYV0|B7PYV0_IXOSC, tr|V5I5T1|V5I5T1_IXORI			sp|Q9BWU0|NADAP_HUMAN
OG0001025	sp|Q810Q5|NMES1_MOUSE	tr|C9W1H9|C9W1H9_RHISA, tr|L7LY17|L7LY17_RHIPC, tr|V5HQV1|V5HQV1_IXORI		sp|Q01321|NDUA4_BOVIN	sp|Q0MQ97|NDUA4_PONPY
OG0001026	sp|Q5ZKI4|CCD93_CHICK	tr|B7QLN1|B7QLN1_IXOSC, tr|L7MA90|L7MA90_RHIPC, tr|V5IH31|V5IH31_IXORI		sp|Q5ZKI4|CCD93_CHICK	sp|Q5ZKI4|CCD93_CHICK
OG0001027	sp|Q55EX9|Y8948_DICDI	tr|A0A090XEM2|A0A090XEM2_IXORI, tr|L7M7Q8|L7M7Q8_RHIPC, tr|V5H739|V5H739_IXORI		sp|Q55EX9|Y8948_DICDI	sp|Q55EX9|Y8948_DICDI
OG0001028	sp|Q80TI0|ASTRB_MOUSE, sp|Q8IYS0|ASTRC_HUMAN	tr|A0A023G5W6|A0A023G5W6_AMBTT, tr|L7MBC8|L7MBC8_RHIPC, tr|L7MJJ3|L7MJJ3_RHIPC			sp|Q3KR37|ASTRB_HUMAN
OG0001029	sp|Q6NUQ4|TM214_HUMAN	tr|A0A023GKU5|A0A023GKU5_AMBTT, tr|L7M4F6|L7M4F6_RHIPC, tr|L7MBR4|L7MBR4_RHIPC		sp|A4FV45|TM214_BOVIN	sp|A0JMW6|T214A_XENLA
OG0001030	sp|Q5JSH3|WDR44_HUMAN	tr|B7P9A8|B7P9A8_IXOSC, tr|L7LYL3|L7LYL3_RHIPC, tr|L7M4X2|L7M4X2_RHIPC, tr|L7MAD8|L7MAD8_RHIPC			sp|Q6NVE8|WDR44_MOUSE
OG0001031	sp|Q8BPN8|DMXL2_MOUSE	tr|A0A023G625|A0A023G625_AMBTT, tr|B7Q5C5|B7Q5C5_IXOSC, tr|V5GKI7|V5GKI7_IXORI			sp|Q8TDJ6|DMXL2_HUMAN, sp|Q9Y485|DMXL1_HUMAN
OG0001032	sp|Q1LV22|F214A_DANRE, sp|Q4R676|F214B_MACFA	tr|B7PYW7|B7PYW7_IXOSC, tr|L7M0V9|L7M0V9_RHIPC, tr|V5HFW1|V5HFW1_IXORI			sp|Q5FW46|F214A_XENTR
OG0001033	sp|P59326|YTHD1_MOUSE	tr|A0A023FVG1|A0A023FVG1_AMBPA, tr|L7LXR3|L7LXR3_RHIPC, tr|L7LZR3|L7LZR3_RHIPC		sp|Q9Y5A9|YTHD2_HUMAN	sp|Q4R5D9|YTHD2_MACFA
OG0001034	sp|Q6ZQ58|LARP1_MOUSE	tr|A0A023FSM0|A0A023FSM0_AMBPA, tr|L7LY15|L7LY15_RHIPC, tr|L7M0R3|L7M0R3_RHIPC, tr|V5HCB6|V5HCB6_IXORI			sp|Q6ZQ58|LARP1_MOUSE
OG0001035	sp|A7MB28|NDRG3_BOVIN	tr|A0A023FPD5|A0A023FPD5_AMBCJ, tr|A0A023FW67|A0A023FW67_AMBPA, tr|F0J9Z9|F0J9Z9_AMBVA		sp|A7MB28|NDRG3_BOVIN	sp|A7MB28|NDRG3_BOVIN
OG0001036	sp|Q9DG25|POPD3_CHICK	tr|A0A023FP43|A0A023FP43_AMBCJ, tr|B7QHP7|B7QHP7_IXOSC, tr|G3MMC2|G3MMC2_AMBMU, tr|L7M1F4|L7M1F4_RHIPC			sp|Q9DG25|POPD3_CHICK
OG0001037	sp|Q6P1A2|MBOA5_HUMAN	tr|A0A023GMQ1|A0A023GMQ1_AMBTT, tr|A0A090XBG9|A0A090XBG9_IXORI, tr|L7M2R3|L7M2R3_RHIPC, tr|V5GKF4|V5GKF4_IXORI			sp|Q6P1A2|MBOA5_HUMAN
OG0001038	sp|Q4ZIN3|MBRL_HUMAN	tr|A0A023FSF6|A0A023FSF6_AMBPA, tr|A0A023G5T2|A0A023G5T2_AMBTT, tr|B7PWX8|B7PWX8_IXOSC, tr|L7ML35|L7ML35_RHIPC			sp|Q8CIV2|MBRL_MOUSE
OG0001039	sp|Q7TN73|CASD1_MOUSE	tr|A0A023GLW7|A0A023GLW7_AMBTT, tr|B7Q496|B7Q496_IXOSC, tr|L7ML64|L7ML64_RHIPC, tr|V5HCC7|V5HCC7_IXORI			sp|Q96PB1|CASD1_HUMAN
OG0001040	sp|Q92982|NINJ1_HUMAN, sp|Q9JL89|NINJ2_MOUSE	tr|A0A023GAI6|A0A023GAI6_AMBTT, tr|L7MIA2|L7MIA2_RHIPC			sp|Q9JHE8|NINJ2_RAT, sp|Q9JL89|NINJ2_MOUSE
OG0001041	sp|Q33823|ATP6_PATPE	tr|H9M739|H9M739_9ACAR, tr|H9M751|H9M751_9ACAR, tr|V9MLQ1|V9MLQ1_9ACAR, tr|V9MMB4|V9MMB4_9ACAR			sp|O99821|ATP6_RHISA
OG0001042		tr|A0A023FCQ9|A0A023FCQ9_AMBCJ, tr|A0A023G0D8|A0A023G0D8_AMBPA, tr|L7M816|L7M816_RHIPC, tr|L7M8R6|L7M8R6_RHIPC, tr|L7M8Z4|L7M8Z4_RHIPC, tr|L7MBS8|L7MBS8_RHIPC			
OG0001043		tr|A0A023FCV5|A0A023FCV5_AMBCJ, tr|A0A023FCW3|A0A023FCW3_AMBCJ, tr|A0A023FFG6|A0A023FFG6_AMBCJ, tr|L7MBT5|L7MBT5_RHIPC	tr|A0A224YB96|A0A224YB96_9ACAR, tr|L7LTA8|L7LTA8_RHIPC		
OG0001044		tr|A0A023FD04|A0A023FD04_AMBCJ, tr|A0A023FUD2|A0A023FUD2_AMBCJ, tr|A0A023G6X2|A0A023G6X2_AMBTT, tr|A0A023GAB5|A0A023GAB5_AMBTT, tr|A0A023GEF4|A0A023GEF4_AMBTT, tr|G3MFB7|G3MFB7_AMBMU			
OG0001045		tr|A0A023FDX3|A0A023FDX3_AMBCJ, tr|A0A034WXL7|A0A034WXL7_RHIMP, tr|L7S6B3|L7S6B3_HAELO		sp|P04041|GPX1_RAT, sp|Q91WR8|GPX6_MOUSE	sp|Q91WR8|GPX6_MOUSE
OG0001046		tr|A0A023FE73|A0A023FE73_AMBCJ, tr|A0A023FZB0|A0A023FZB0_AMBPA, tr|V5H2B1|V5H2B1_IXORI, tr|V5H2P0|V5H2P0_IXORI, tr|V5H8J5|V5H8J5_IXORI, tr|V5HI19|V5HI19_IXORI			
OG0001047		tr|A0A023FEG8|A0A023FEG8_AMBCJ, tr|A0A023FID8|A0A023FID8_AMBCJ, tr|A0A023FN24|A0A023FN24_AMBCJ, tr|A0A023G4Z7|A0A023G4Z7_AMBTT, tr|A0A023GBM9|A0A023GBM9_AMBTT, tr|G3MHE7|G3MHE7_AMBMU			
OG0001048		tr|A0A023FFU8|A0A023FFU8_AMBCJ, tr|B7P5U1|B7P5U1_IXOSC, tr|L7LUY3|L7LUY3_RHIPC, tr|L7MEB3|L7MEB3_RHIPC, tr|L7MJL2|L7MJL2_RHIPC, tr|V5H7X2|V5H7X2_IXORI			
OG0001049		tr|A0A023FLL5|A0A023FLL5_AMBCJ, tr|B7P6W2|B7P6W2_IXOSC, tr|L7LT24|L7LT24_RHIPC, tr|V5HQ55|V5HQ55_IXORI, tr|V5HVX4|V5HVX4_IXORI, tr|V5IBF7|V5IBF7_IXORI			
OG0001050		tr|A0A023FLR6|A0A023FLR6_AMBCJ, tr|A0A023FNV7|A0A023FNV7_AMBCJ, tr|A0A023FNV9|A0A023FNV9_AMBCJ, tr|A0A023FYM7|A0A023FYM7_AMBPA, tr|A0A023G0C7|A0A023G0C7_AMBPA, tr|A0A023G105|A0A023G105_AMBPA			
OG0001051		tr|A0A023FML0|A0A023FML0_AMBCJ, tr|A0A023FZQ7|A0A023FZQ7_AMBPA, tr|A0A023GKY3|A0A023GKY3_AMBTT, tr|V5IF88|V5IF88_IXORI		sp|Q7QC84|MMSA_ANOGA	sp|Q7QC84|MMSA_ANOGA
OG0001052		tr|A0A023FNI0|A0A023FNI0_AMBCJ, tr|A0A023FZV2|A0A023FZV2_AMBPA, tr|A0A023G1Z7|A0A023G1Z7_AMBPA, tr|F0J8N4|F0J8N4_AMBVA, tr|F0J8P1|F0J8P1_AMBVA, tr|G3MFW8|G3MFW8_AMBMU			
OG0001053		tr|A0A023FNR4|A0A023FNR4_AMBCJ, tr|A0A023G6K0|A0A023G6K0_AMBTT, tr|A0A023GB54|A0A023GB54_AMBTT, tr|G3MHT3|G3MHT3_AMBMU, tr|G3MHX2|G3MHX2_AMBMU, tr|L7LYM4|L7LYM4_RHIPC			
OG0001054		tr|A0A023FP89|A0A023FP89_AMBCJ, tr|A0A023GMX5|A0A023GMX5_AMBTT, tr|G3MFK0|G3MFK0_AMBMU, tr|L7LSB8|L7LSB8_RHIPC, tr|L7M888|L7M888_RHIPC, tr|Q5Q976|Q5Q976_IXOSC			
OG0001055		tr|A0A023FQD6|A0A023FQD6_AMBCJ, tr|A0A023G6P7|A0A023G6P7_AMBTT, tr|A0A023G9U8|A0A023G9U8_AMBTT, tr|B5M7C8|B5M7C8_AMBAM, tr|C9W1Q3|C9W1Q3_RHISA, tr|G3MI14|G3MI14_AMBMU			
OG0001056		tr|A0A023FRX7|A0A023FRX7_AMBCJ, tr|C9W1G2|C9W1G2_RHISA, tr|E2J6X5|E2J6X5_9ACAR, tr|G3MQY6|G3MQY6_AMBMU, tr|L7MBR7|L7MBR7_RHIPC, tr|L7MBT9|L7MBT9_RHIPC			
OG0001057		tr|A0A023FS08|A0A023FS08_AMBCJ, tr|A0A023GAA9|A0A023GAA9_AMBTT, tr|A0A023GAE9|A0A023GAE9_AMBTT, tr|A0A023GAF1|A0A023GAF1_AMBTT, tr|A0A023GDW4|A0A023GDW4_AMBTT, tr|G3MRR2|G3MRR2_AMBMU			
OG0001058		tr|A0A023FYT3|A0A023FYT3_AMBPA, tr|B7P3A0|B7P3A0_IXOSC, tr|G3MJJ1|G3MJJ1_AMBMU, tr|G3MPR1|G3MPR1_AMBMU, tr|L7MHS1|L7MHS1_RHIPC, tr|V5H1Z7|V5H1Z7_IXORI			
OG0001059		tr|A0A023G1P7|A0A023G1P7_AMBTT, tr|A0A023G1W6|A0A023G1W6_AMBTT, tr|L7M8J9|L7M8J9_RHIPC, tr|L7M998|L7M998_RHIPC, tr|L7MBR8|L7MBR8_RHIPC, tr|V5HD18|V5HD18_IXORI			
OG0001060		tr|A0A023G2C9|A0A023G2C9_AMBTT, tr|A0A023G448|A0A023G448_AMBTT, tr|A0A023GB82|A0A023GB82_AMBTT, tr|A0A023GMN2|A0A023GMN2_AMBTT, tr|B7PXY5|B7PXY5_IXOSC, tr|V5HLJ2|V5HLJ2_IXORI			
OG0001061		tr|A0A023G3M7|A0A023G3M7_AMBTT, tr|A0A023G482|A0A023G482_AMBTT, tr|A0A023GHE1|A0A023GHE1_AMBTT, tr|L7M314|L7M314_RHIPC, tr|L7M518|L7M518_RHIPC, tr|V5HFA0|V5HFA0_IXORI			
OG0001062		tr|A0A023G485|A0A023G485_AMBTT, tr|A0A023GBT4|A0A023GBT4_AMBTT, tr|A0A090XC86|A0A090XC86_IXORI, tr|B7PXK9|B7PXK9_IXOSC, tr|B7QCX0|B7QCX0_IXOSC, tr|V5I3G0|V5I3G0_IXORI			
OG0001063		tr|A0A023G610|A0A023G610_AMBTT, tr|L7M971|L7M971_RHIPC, tr|L7M993|L7M993_RHIPC, tr|L7MBG4|L7MBG4_RHIPC, tr|L7MBM4|L7MBM4_RHIPC, tr|L7MBN4|L7MBN4_RHIPC			
OG0001064		tr|A0A023G623|A0A023G623_AMBTT, tr|L7MFG4|L7MFG4_RHIPC, tr|L7MHX3|L7MHX3_RHIPC, tr|L7ML54|L7ML54_RHIPC, tr|V5HJU1|V5HJU1_IXORI, tr|V5HSA6|V5HSA6_IXORI			
OG0001065		tr|A0A023G7D0|A0A023G7D0_AMBTT, tr|B7QAB1|B7QAB1_IXOSC, tr|L7M4Z2|L7M4Z2_RHIPC, tr|V5HY29|V5HY29_IXORI		sp|Q9QY36|NAA10_MOUSE	sp|Q9QY36|NAA10_MOUSE
OG0001066		tr|A0A023G7N9|A0A023G7N9_AMBTT, tr|A0A023G8R1|A0A023G8R1_AMBTT, tr|B7PEZ5|B7PEZ5_IXOSC, tr|G3ML17|G3ML17_AMBMU, tr|G3MLM3|G3MLM3_AMBMU, tr|L7LYE0|L7LYE0_RHIPC			
OG0001067		tr|A0A023G8K4|A0A023G8K4_AMBTT, tr|A0A090XCA2|A0A090XCA2_IXORI, tr|L7MKP8|L7MKP8_RHIPC		sp|Q9R0X4|ACOT9_MOUSE	sp|Q9R0X4|ACOT9_MOUSE, sp|Q9Y305|ACOT9_HUMAN
OG0001068		tr|A0A023GCW7|A0A023GCW7_AMBTT, tr|L7M2R0|L7M2R0_RHIPC, tr|L7M2V5|L7M2V5_RHIPC, tr|L7MBV9|L7MBV9_RHIPC, tr|L7MCL5|L7MCL5_RHIPC, tr|L7MGK7|L7MGK7_RHIPC			
OG0001069		tr|A0A023GMZ0|A0A023GMZ0_AMBTT, tr|B7PH40|B7PH40_IXOSC, tr|B7Q5K0|B7Q5K0_IXOSC, tr|B7QLE2|B7QLE2_IXOSC, tr|L7MDS5|L7MDS5_RHIPC, tr|V5IHP1|V5IHP1_IXORI			
OG0001070		tr|A0A023GNH4|A0A023GNH4_AMBTT, tr|B7PYB2|B7PYB2_IXOSC, tr|L7MI99|L7MI99_RHIPC, tr|L7MJB4|L7MJB4_RHIPC, tr|V5HAX0|V5HAX0_IXORI, tr|V5II21|V5II21_IXORI			
OG0001071		tr|A0A034WTV5|A0A034WTV5_RHIMP, tr|A5Z1D7|A5Z1D7_9ACAR, tr|B0F457|B0F457_RHIMP, tr|B7QJ68|B7QJ68_IXOSC, tr|Q5EG54|Q5EG54_DERVA, tr|V9NJZ2|V9NJZ2_9ACAR			
OG0001072		tr|A0A090X9C8|A0A090X9C8_IXORI, tr|B7P3X0|B7P3X0_IXOSC, tr|V5GH41|V5GH41_IXORI, tr|V5HEY0|V5HEY0_IXORI, tr|V5HQ65|V5HQ65_IXORI, tr|V5HUM3|V5HUM3_IXORI			
OG0001073		tr|A0A090XAL0|A0A090XAL0_IXORI, tr|B7P818|B7P818_IXOSC, tr|B7QBI4|B7QBI4_IXOSC, tr|L7MDJ8|L7MDJ8_RHIPC, tr|L7MJL0|L7MJL0_RHIPC, tr|L7MMK9|L7MMK9_RHIPC			
OG0001074		tr|A0A090XCE0|A0A090XCE0_IXORI, tr|A9DFN5|A9DFN5_IXORI, tr|B6E212|B6E212_IXORI, tr|V5H0V6|V5H0V6_IXORI, tr|V5HIG0|V5HIG0_IXORI, tr|V5HY46|V5HY46_IXORI			
OG0001075		tr|A0A090XF51|A0A090XF51_IXORI, tr|B7PPB9|B7PPB9_IXOSC, tr|B7PST7|B7PST7_IXOSC, tr|V5H823|V5H823_IXORI, tr|V5HJH2|V5HJH2_IXORI, tr|V5I576|V5I576_IXORI			
OG0001076		tr|B7P0Z7|B7P0Z7_IXOSC, tr|B7PG46|B7PG46_IXOSC, tr|B7PY63|B7PY63_IXOSC, tr|B7Q4A5|B7Q4A5_IXOSC, tr|V5HAL7|V5HAL7_IXORI, tr|V5HD79|V5HD79_IXORI			
OG0001077		tr|B7P597|B7P597_IXOSC, tr|B7PTN7|B7PTN7_IXOSC, tr|L7M002|L7M002_RHIPC, tr|V5H0P2|V5H0P2_IXORI, tr|V5H0R9|V5H0R9_IXORI, tr|V5I1T7|V5I1T7_IXORI			
OG0001078		tr|B7P5E6|B7P5E6_IXOSC, tr|B7PII8|B7PII8_IXOSC, tr|B7QHM4|B7QHM4_IXOSC, tr|L7LTS5|L7LTS5_RHIPC, tr|L7LY80|L7LY80_RHIPC, tr|L7MLK3|L7MLK3_RHIPC			
OG0001079		tr|B7P750|B7P750_IXOSC, tr|B7PYP7|B7PYP7_IXOSC, tr|V5GY98|V5GY98_IXORI, tr|V5HQB1|V5HQB1_IXORI, tr|V5I3U5|V5I3U5_IXORI, tr|V5IJA8|V5IJA8_IXORI			
OG0001080		tr|B7P7J5|B7P7J5_IXOSC, tr|B7P7J6|B7P7J6_IXOSC, tr|B7Q6P9|B7Q6P9_IXOSC, tr|B7QD09|B7QD09_IXOSC, tr|G3MSD0|G3MSD0_AMBMU, tr|L7M5G0|L7M5G0_RHIPC			
OG0001081		tr|B7P8G4|B7P8G4_IXOSC, tr|B7P9W2|B7P9W2_IXOSC, tr|V5HIB4|V5HIB4_IXORI		sp|Q8JI28|TLL1_XENLA	sp|P98063|BMP1_MOUSE, sp|Q9WVM6|TLL2_MOUSE
OG0001082		tr|B7PBP4|B7PBP4_IXOSC, tr|B7PPC0|B7PPC0_IXOSC, tr|B7PPC1|B7PPC1_IXOSC, tr|B7Q3C4|B7Q3C4_IXOSC, tr|L7M8B9|L7M8B9_RHIPC, tr|V5IF52|V5IF52_IXORI			
OG0001083		tr|B7PEB5|B7PEB5_IXOSC, tr|B7PH98|B7PH98_IXOSC, tr|B7QL03|B7QL03_IXOSC, tr|L7MM82|L7MM82_RHIPC, tr|V5GSF5|V5GSF5_IXORI		sp|O35615|FOG1_MOUSE	
OG0001084		tr|B7Q2B7|B7Q2B7_IXOSC, tr|V5H9S4|V5H9S4_IXORI, tr|V5HZ77|V5HZ77_IXORI, tr|V5HZ94|V5HZ94_IXORI, tr|V5HZX6|V5HZX6_IXORI, tr|V5IBN4|V5IBN4_IXORI			
OG0001085		tr|B7Q5F0|B7Q5F0_IXOSC, tr|B7Q8F6|B7Q8F6_IXOSC, tr|B7QL17|B7QL17_IXOSC, tr|G3MR35|G3MR35_AMBMU, tr|G3MRD8|G3MRD8_AMBMU, tr|L7LSZ4|L7LSZ4_RHIPC			
OG0001086		tr|C8BKF3|C8BKF3_IXOPE, tr|I4IY09|I4IY09_IXOPE, tr|K4NCP4|K4NCP4_IXOSI, tr|V5HHG9|V5HHG9_IXORI, tr|V5HHT4|V5HHT4_IXORI, tr|V5IC48|V5IC48_IXORI			
OG0001087		tr|E5D576|E5D576_RHIDE, tr|E5D577|E5D577_RHIEV, tr|E5D578|E5D578_RHIAP, tr|E5D581|E5D581_9ACAR, tr|E5D583|E5D583_9ACAR, tr|E5D584|E5D584_AMBVA			
OG0001088		tr|F0J8H8|F0J8H8_AMBVA, tr|L7LZQ5|L7LZQ5_RHIPC, tr|L7M017|L7M017_RHIPC		sp|Q32KL4|RMD1_BOVIN, sp|Q9DCV4|RMD1_MOUSE	sp|Q4G069|RMD1_RAT
OG0001089		tr|L7LTK9|L7LTK9_RHIPC, tr|V5GR68|V5GR68_IXORI, tr|V5H9Y0|V5H9Y0_IXORI, tr|V5HJ68|V5HJ68_IXORI, tr|V5HW62|V5HW62_IXORI, tr|V5HXG1|V5HXG1_IXORI			
OG0001090		tr|L7LWV4|L7LWV4_RHIPC, tr|L7LX93|L7LX93_RHIPC, tr|L7MAR7|L7MAR7_RHIPC, tr|L7MKF9|L7MKF9_RHIPC, tr|L7MLL3|L7MLL3_RHIPC, tr|L7MML9|L7MML9_RHIPC			
OG0001091		tr|L7M272|L7M272_RHIPC, tr|L7MAD5|L7MAD5_RHIPC, tr|L7MDL1|L7MDL1_RHIPC, tr|L7ME42|L7ME42_RHIPC, tr|L7MJ73|L7MJ73_RHIPC, tr|L7MMR8|L7MMR8_RHIPC			
OG0001092		tr|Q4PMP2|Q4PMP2_IXOSC, tr|V5GZ36|V5GZ36_IXORI, tr|V5HA75|V5HA75_IXORI, tr|V5HN07|V5HN07_IXORI, tr|V5HRR6|V5HRR6_IXORI, tr|V5HSE9|V5HSE9_IXORI			
OG0001093		tr|Q4PN10|Q4PN10_IXOSC, tr|Q6B8G0|Q6B8G0_9ACAR, tr|V5GLR0|V5GLR0_IXORI, tr|V5H2V4|V5H2V4_IXORI, tr|V5HA51|V5HA51_IXORI, tr|V5HT81|V5HT81_IXORI			
OG0001094		tr|Q8MVG6|Q8MVG6_IXOSC, tr|V5GJP9|V5GJP9_IXORI, tr|V5GMH6|V5GMH6_IXORI, tr|V5I1R3|V5I1R3_IXORI, tr|V5I2F8|V5I2F8_IXORI, tr|V5IK02|V5IK02_IXORI			
OG0001095		tr|V5GHX8|V5GHX8_IXORI, tr|V5GIN5|V5GIN5_IXORI, tr|V5HBS5|V5HBS5_IXORI, tr|V5HC56|V5HC56_IXORI, tr|V5HTJ8|V5HTJ8_IXORI, tr|V5HY35|V5HY35_IXORI			
OG0001096		tr|V5H8K5|V5H8K5_IXORI, tr|V5HAU0|V5HAU0_IXORI, tr|V5HM24|V5HM24_IXORI, tr|V5HQM9|V5HQM9_IXORI, tr|V5HTG6|V5HTG6_IXORI, tr|V5IBH9|V5IBH9_IXORI			
OG0001097					sp|P18734|ZG67_XENLA, sp|Q16670|ZSC26_HUMAN, sp|Q5RCD9|ZSCA2_PONAB, sp|Q7Z7L9|ZSCA2_HUMAN, sp|Q9NX65|ZSC32_HUMAN, sp|Q9Z1D8|ZKSC5_MOUSE
OG0001098	sp|O97341|CALM_SUBDO, sp|P62154|CALM_LOCMI	tr|A0A023FFH5|A0A023FFH5_AMBCJ, tr|L7LXE1|L7LXE1_RHIPC			sp|P62154|CALM_LOCMI
OG0001099	sp|A4R8N4|PAN1_MAGO7, sp|A5DVD6|PAN1_LODEL, sp|P32521|PAN1_YEAST, sp|Q0CPW4|PAN1_ASPTN, sp|Q4WG58|PAN1_ASPFU				
OG0001100	sp|Q05860|FMN1_MOUSE, sp|Q1ZXK2|FORG_DICDI, sp|Q68DA7|FMN1_HUMAN, sp|Q9JL04|FMN2_MOUSE, sp|Q9NZ56|FMN2_HUMAN				
OG0001101	sp|B4N8G6|JUPIT_DROWI	tr|L7M1V1|L7M1V1_RHIPC, tr|L7M411|L7M411_RHIPC		sp|B4N8G6|JUPIT_DROWI	sp|Q9I7K0|JUPIT_DROME
OG0001102	sp|Q0P4W3|RMD2_XENTR	tr|A0A023G9B0|A0A023G9B0_AMBTT, tr|L7LSN9|L7LSN9_RHIPC, tr|L7LV75|L7LV75_RHIPC			sp|Q0P4W3|RMD2_XENTR
OG0001103	sp|A2VDK6|WASF2_BOVIN, sp|Q9Y6W5|WASF2_HUMAN	tr|B7PSM1|B7PSM1_IXOSC, tr|L7M5V9|L7M5V9_RHIPC			sp|Q9UPY6|WASF3_HUMAN
OG0001104	sp|Q8N9N7|LRC57_HUMAN	tr|A0A090XCL4|A0A090XCL4_IXORI, tr|C9W1T2|C9W1T2_RHISA, tr|L7MDG9|L7MDG9_RHIPC			sp|Q9D1G5|LRC57_MOUSE
OG0001105	sp|P25183|RCC1_XENLA	tr|A0A023GN11|A0A023GN11_AMBTT, tr|L7M2F8|L7M2F8_RHIPC		sp|P23800|RCC1_MESAU	sp|P23800|RCC1_MESAU
OG0001106	sp|Q2KIN0|ZCHC7_BOVIN	tr|B7P6R9|B7P6R9_IXOSC, tr|G3MJ72|G3MJ72_AMBMU, tr|L7M7A4|L7M7A4_RHIPC			sp|A1L2T6|ZCHC7_XENLA
OG0001107	sp|F1MF74|MICA2_BOVIN, sp|O94851|MICA2_HUMAN	tr|L7LVT3|L7LVT3_RHIPC, tr|L7MCJ0|L7MCJ0_RHIPC			sp|Q8BML1|MICA2_MOUSE
OG0001108	sp|Q19981|TAG53_CAEEL, sp|Q5VV63|ATRN1_HUMAN	tr|B7PTH5|B7PTH5_IXOSC, tr|L7M6L9|L7M6L9_RHIPC			sp|Q19981|TAG53_CAEEL
OG0001109	sp|Q9QXS6|DREB_MOUSE, sp|Q9VU84|DBNL_DROME	tr|A0A023GLL2|A0A023GLL2_AMBTT		sp|Q9VU84|DBNL_DROME	sp|Q9UJU6|DBNL_HUMAN
OG0001110	sp|P34416|LASP1_CAEEL	tr|A0A023FRY3|A0A023FRY3_AMBPA, tr|A0A023GGL2|A0A023GGL2_AMBTT		sp|P34416|LASP1_CAEEL	sp|P34416|LASP1_CAEEL
OG0001111	sp|P46825|KLC_DORPE	tr|A0A023GM35|A0A023GM35_AMBTT, tr|L7M6Y4|L7M6Y4_RHIPC		sp|P46825|KLC_DORPE	sp|P46825|KLC_DORPE
OG0001112	sp|Q4R5P6|DC1L2_MACFA	tr|B7P151|B7P151_IXOSC, tr|L7M540|L7M540_RHIPC		sp|Q8R1Q8|DC1L1_MOUSE	sp|Q6PDL0|DC1L2_MOUSE
OG0001113	sp|O76878|RIPL_DROME	tr|B7PH47|B7PH47_IXOSC, tr|L7LSC0|L7LSC0_RHIPC, tr|L7LY78|L7LY78_RHIPC			sp|O76878|RIPL_DROME
OG0001114	sp|Q921M4|GOGA2_MOUSE	tr|A0A023GLD3|A0A023GLD3_AMBTT, tr|L7M6X5|L7M6X5_RHIPC		sp|Q921M4|GOGA2_MOUSE	sp|Q921M4|GOGA2_MOUSE
OG0001115	sp|O43295|SRGP3_HUMAN	tr|B7QC81|B7QC81_IXOSC, tr|L7M6Z2|L7M6Z2_RHIPC, tr|L7M746|L7M746_RHIPC			sp|O43295|SRGP3_HUMAN
OG0001116	sp|Q9W2N0|CAPZA_DROME	tr|A0A023GEU6|A0A023GEU6_AMBTT, tr|L7MF21|L7MF21_RHIPC		sp|Q9W2N0|CAPZA_DROME	sp|Q9W2N0|CAPZA_DROME
OG0001117	sp|Q8K4L3|SVIL_MOUSE	tr|L7LZU3|L7LZU3_RHIPC, tr|L7MEC3|L7MEC3_RHIPC, tr|L7MK78|L7MK78_RHIPC			sp|Q8K4L3|SVIL_MOUSE
OG0001118	sp|Q14008|CKAP5_HUMAN, sp|Q94FN2|MOR1_ARATH	tr|B7P794|B7P794_IXOSC			sp|A2AGT5|CKAP5_MOUSE, sp|Q14008|CKAP5_HUMAN
