Orthogroup	Amblyomma_aureolatum	Ixodes_scapularis	Ornithodoros_erraticus	Ornithodoros_moubata	Ornithodoros_rostratus	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0001398	sp|Q924D0|RT4I1_MOUSE		tr|B7PCR9|B7PCR9_IXOSC	XP_023219680.1, tr|B7PCR9|B7PCR9_IXOSC	sp|Q7T3C7|RT4I1_DANRE	tr|A0A023FKX2|A0A023FKX2_AMBCJ, tr|L7M4P4|L7M4P4_RHIPC			sp|Q0VC50|RT4I1_BOVIN, sp|Q7T3C7|RT4I1_DANRE
OG0001399	sp|P31331|GLB_TRIMF, sp|P85077|MYG_STRCA		KFM74592.1	KFM74592.1, tr|B7QHN5|B7QHN5_IXOSC	sp|Q575T0|CYGB1_ORYLA	tr|A0A023FNC3|A0A023FNC3_AMBCJ, tr|L7LXU0|L7LXU0_RHIPC			sp|P31331|GLB_TRIMF
OG0001400	sp|Q9W6I0|UQCC1_XENLA		XP_022694787.1	XP_022694787.1	sp|Q9CWU6|UQCC1_MOUSE	tr|A0A023FD75|A0A023FD75_AMBCJ, tr|A0A023FV51|A0A023FV51_AMBPA, tr|L7M0U8|L7M0U8_RHIPC, tr|V5HIR4|V5HIR4_IXORI			sp|Q9NVA1|UQCC1_HUMAN
OG0001401	sp|Q4QQW3|HOT_RAT		tr|B7Q4P9|B7Q4P9_IXOSC	XP_027215736.1, tr|B7Q4P9|B7Q4P9_IXOSC	sp|A6QP15|HOT_BOVIN	tr|A0A023FEF8|A0A023FEF8_AMBCJ, tr|L7M7C5|L7M7C5_RHIPC		sp|A6QP15|HOT_BOVIN	sp|A6QP15|HOT_BOVIN
OG0001402	sp|P31478|VATF_MANSE		XP_013775261.1	XP_013775261.1, XP_023348909.1, XP_026755340.1	sp|P31478|VATF_MANSE	tr|A0A023GEJ9|A0A023GEJ9_AMBTT		sp|Q17029|VATF_ANOGA	sp|Q17029|VATF_ANOGA
OG0001403	sp|P0CB97|NDUS8_PONAB, sp|Q2IL14|NUOI2_ANADE		XP_023216411.1, tr|B7Q4K3|B7Q4K3_IXOSC	tr|B7Q4K3|B7Q4K3_IXOSC	sp|P0CB97|NDUS8_PONAB	tr|A0A023FNX0|A0A023FNX0_AMBCJ		sp|P0CB97|NDUS8_PONAB	sp|P0CB97|NDUS8_PONAB
OG0001404	sp|P11179|ODO2_BOVIN		KFM56835.1	RWS17976.1	sp|P11179|ODO2_BOVIN	tr|A0A023FEU8|A0A023FEU8_AMBCJ, tr|A0A023G6L8|A0A023G6L8_AMBTT, tr|A0A023GE76|A0A023GE76_AMBTT		sp|P11179|ODO2_BOVIN	sp|P11179|ODO2_BOVIN
OG0001405	sp|P14408|FUMH_RAT		tr|B7Q2W0|B7Q2W0_IXOSC	XP_013785297.1, tr|B7Q2W0|B7Q2W0_IXOSC	sp|P14408|FUMH_RAT	tr|L7MAJ1|L7MAJ1_RHIPC		sp|P14408|FUMH_RAT, sp|Q83CL8|FUMC_COXBU	sp|O17214|FUMH_CAEEL
OG0001406	sp|O77460|IPYR_DROME		AEI91122.1, tr|B7P6R8|B7P6R8_IXOSC	AEI91122.1, tr|B7P6R8|B7P6R8_IXOSC	sp|O77460|IPYR_DROME	tr|H6BG92|H6BG92_RHIMP		sp|O77460|IPYR_DROME	sp|O77460|IPYR_DROME
OG0001407	sp|O43772|MCAT_HUMAN, sp|Q54FE6|MCFS_DICDI		tr|B7QDA9|B7QDA9_IXOSC	tr|B7QDA9|B7QDA9_IXOSC	sp|Q54W11|MCFL_DICDI, sp|Q9Z2Z6|MCAT_MOUSE	tr|L7M522|L7M522_RHIPC			sp|O43772|MCAT_HUMAN, sp|Q54FE6|MCFS_DICDI
OG0001408	sp|Q99643|C560_HUMAN	JAA71811.1	DAA34619.1	ARO92229.1, DAA34619.1	sp|P70097|C560_CRIGR	tr|A0A023FED0|A0A023FED0_AMBCJ, tr|L7M2Z6|L7M2Z6_RHIPC			sp|D0VWV4|C560_PIG
OG0001409	sp|Q08DG6|COX15_BOVIN		XP_013774672.1	XP_013774672.1	sp|Q08DG6|COX15_BOVIN	tr|A0A023GIZ7|A0A023GIZ7_AMBTT, tr|B7PU92|B7PU92_IXOSC, tr|G3MSR7|G3MSR7_AMBMU, tr|L7MB07|L7MB07_RHIPC			sp|Q08DG6|COX15_BOVIN
OG0001410	sp|Q5R7W2|MPCP_PONAB		DAA34068.1, tr|B7QHP5|B7QHP5_IXOSC	tr|B7QHP5|B7QHP5_IXOSC	sp|Q5R7W2|MPCP_PONAB	tr|A0A023FIH3|A0A023FIH3_AMBCJ, tr|A0A023FWU0|A0A023FWU0_AMBPA		sp|Q5R7W2|MPCP_PONAB	sp|Q8VEM8|MPCP_MOUSE
OG0001411	sp|O95749|GGPPS_HUMAN		tr|B7QIT6|B7QIT6_IXOSC	XP_013777530.1, tr|B7QIT6|B7QIT6_IXOSC	sp|O95749|GGPPS_HUMAN	tr|A0A023GK70|A0A023GK70_AMBTT, tr|L7M5S6|L7M5S6_RHIPC		sp|O95749|GGPPS_HUMAN	sp|O95749|GGPPS_HUMAN
OG0001412	sp|Q9U8B8|DYR_HELVI		XP_023211009.1	XP_022183631.1, XP_026742062.1, XP_027837565.1	sp|Q9U8B8|DYR_HELVI	tr|A0A023G7U0|A0A023G7U0_AMBTT, tr|L7MJG0|L7MJG0_RHIPC		sp|Q9U8B8|DYR_HELVI	
OG0001413	sp|Q91ZA3|PCCA_MOUSE, sp|Q9ZAA7|GCDC_ACIFV		XP_003742789.1	OQR79789.1	sp|Q19842|PCCA_CAEEL	tr|A0A023GMC9|A0A023GMC9_AMBTT, tr|L7M777|L7M777_RHIPC		sp|Q91ZA3|PCCA_MOUSE	sp|Q19842|PCCA_CAEEL
OG0001414	sp|A2VDR2|ACBD6_BOVIN		XP_013790513.1, XP_022258386.1	EEC06051.1, PRD34169.1, XP_027216777.1		tr|A0A023FHQ9|A0A023FHQ9_AMBCJ, tr|L7M793|L7M793_RHIPC			sp|A2VDR2|ACBD6_BOVIN
OG0001415	sp|Q28C88|MOGT1_XENTR, sp|Q3SYC2|MOGT2_HUMAN		XP_023240374.1	KFM70166.1, XP_023240374.1	sp|Q70VZ7|MOGT1_BOVIN	tr|A0A023GE99|A0A023GE99_AMBTT, tr|B7Q5N7|B7Q5N7_IXOSC, tr|V5I238|V5I238_IXORI			
OG0001416	sp|O14756|H17B6_HUMAN		XP_003740816.1, tr|B7PYT5|B7PYT5_IXOSC	EEC11757.1, XP_022644483.1, tr|B7PYT5|B7PYT5_IXOSC	sp|O14756|H17B6_HUMAN, sp|O88451|RDH7_MOUSE	tr|B7PYT5|B7PYT5_IXOSC			
OG0001417	sp|Q66S13|NATT4_THANI, sp|Q66S17|NATT3_THANI, sp|Q66S25|NATT1_THANI				sp|Q66S13|NATT4_THANI, sp|Q66S17|NATT3_THANI, sp|Q66S25|NATT1_THANI			sp|Q66S13|NATT4_THANI, sp|Q66S17|NATT3_THANI	sp|Q66S17|NATT3_THANI
OG0001418	sp|Q5R833|ACO13_PONAB, sp|Q9CQR4|ACO13_MOUSE		tr|B7PNL7|B7PNL7_IXOSC	tr|B7PNL7|B7PNL7_IXOSC	sp|Q5R833|ACO13_PONAB, sp|Q9CQR4|ACO13_MOUSE	tr|L7LYQ5|L7LYQ5_RHIPC			sp|Q5R833|ACO13_PONAB, sp|Q9CQR4|ACO13_MOUSE
OG0001419	sp|P11536|E74EB_DROME		tr|B7QHA7|B7QHA7_IXOSC	EEC18229.1, tr|B7QHA7|B7QHA7_IXOSC	sp|P11536|E74EB_DROME	tr|B7QHA7|B7QHA7_IXOSC, tr|L7LXY3|L7LXY3_RHIPC, tr|L7M5M9|L7M5M9_RHIPC			sp|P11536|E74EB_DROME
OG0001420	sp|P14755|CRYL1_RABIT	JAA69545.1	XP_003738792.1	PRD26450.1	sp|P14755|CRYL1_RABIT	tr|F0J934|F0J934_AMBVA, tr|L7M5B4|L7M5B4_RHIPC		sp|P14755|CRYL1_RABIT	sp|Q9Y2S2|CRYL1_HUMAN
OG0001421	sp|Q5R9T5|SPTC1_PONAB		XP_013772766.1, XP_023223298.1	XP_013772766.1	sp|Q3MHG1|SPTC1_BOVIN	tr|A0A023GLV4|A0A023GLV4_AMBTT, tr|B7PEL4|B7PEL4_IXOSC, tr|L7M0N4|L7M0N4_RHIPC			sp|O35704|SPTC1_MOUSE
OG0001422	sp|Q96DC8|ECHD3_HUMAN		tr|B7QDF3|B7QDF3_IXOSC	tr|B7QDF3|B7QDF3_IXOSC	sp|Q96DC8|ECHD3_HUMAN	tr|A0A023FMP3|A0A023FMP3_AMBCJ, tr|A0A023G244|A0A023G244_AMBPA, tr|A0A023G8M0|A0A023G8M0_AMBTT, tr|V5GT70|V5GT70_IXORI			sp|Q96DC8|ECHD3_HUMAN
OG0001423	sp|Q9JIA7|SPHK2_MOUSE		XP_022665465.1, tr|B7QAB7|B7QAB7_IXOSC	XP_022665465.1, tr|B7QAB7|B7QAB7_IXOSC	sp|Q9JIA7|SPHK2_MOUSE	tr|F0J916|F0J916_AMBVA, tr|L7LW10|L7LW10_RHIPC			sp|Q9NRA0|SPHK2_HUMAN
OG0001424	sp|Q54BH5|Y3730_DICDI		tr|B7PEZ5|B7PEZ5_IXOSC	tr|B7PEZ5|B7PEZ5_IXOSC		tr|A0A023G7N9|A0A023G7N9_AMBTT, tr|A0A023G8R1|A0A023G8R1_AMBTT, tr|B7PEZ5|B7PEZ5_IXOSC, tr|G3ML17|G3ML17_AMBMU, tr|G3MLM3|G3MLM3_AMBMU, tr|L7LYE0|L7LYE0_RHIPC			
OG0001425	sp|P27987|IP3KB_HUMAN		XP_023222786.1, XP_023222788.1	XP_023222786.1, XP_023222788.1	sp|P17105|IP3KA_RAT, sp|P27987|IP3KB_HUMAN	tr|L7LUN0|L7LUN0_RHIPC			sp|P23677|IP3KA_HUMAN
OG0001426	sp|P10895|PLCD1_BOVIN, sp|P51178|PLCD1_HUMAN			XP_013786896.2, XP_023228109.1	sp|Q9BRC7|PLCD4_HUMAN	tr|B7Q2N6|B7Q2N6_IXOSC, tr|L7MKF4|L7MKF4_RHIPC		sp|P10895|PLCD1_BOVIN	sp|Q32NH8|PLCD4_XENLA
OG0001427	sp|Q9ESW4|AGK_MOUSE		XP_013780224.1	EEC09621.1, XP_013780224.1, tr|B7PSP9|B7PSP9_IXOSC	sp|Q7ZYJ3|AGK_XENLA	tr|L7M7I1|L7M7I1_RHIPC, tr|V5HWL8|V5HWL8_IXORI			sp|Q53H12|AGK_HUMAN
OG0001428	sp|Q3SZ27|MIC27_BOVIN, sp|Q5NVS6|MIC27_PONAB		XP_013790070.1	OQR72803.1, XP_013790070.1	sp|Q3SZ27|MIC27_BOVIN	tr|A0A023FNP4|A0A023FNP4_AMBCJ		sp|Q3SZ27|MIC27_BOVIN	sp|Q148H0|MIC26_BOVIN
OG0001429	sp|Q2KHZ9|GCDH_BOVIN		XP_022661603.1	XP_003747146.1, XP_013186819.1, tr|B7Q8V5|B7Q8V5_IXOSC	sp|P81140|GCDH_PIG	tr|L7M7L3|L7M7L3_RHIPC		sp|Q2KHZ9|GCDH_BOVIN	sp|P81140|GCDH_PIG
OG0001430	sp|P56079|CDS_DROME, sp|Q92903|CDS1_HUMAN		XP_015912789.1, XP_023233449.1	XP_023233449.1	sp|P56079|CDS_DROME	tr|A0A023G630|A0A023G630_AMBTT, tr|L7M013|L7M013_RHIPC			sp|P56079|CDS_DROME
OG0001431	sp|Q00576|PTSS1_CRIGR, sp|Q5PQL5|PTSS1_RAT		tr|B7PIF6|B7PIF6_IXOSC	XP_022258316.1, XP_023235200.1	sp|Q99LH2|PTSS1_MOUSE	tr|A0A023GKI8|A0A023GKI8_AMBTT, tr|L7M3N5|L7M3N5_RHIPC			sp|B1H3H9|PTSS1_XENTR
OG0001432	sp|Q7ZXY0|INO1A_XENLA		tr|B7PG19|B7PG19_IXOSC	XP_021922242.1, tr|B7PG19|B7PG19_IXOSC	sp|Q7ZXY0|INO1A_XENLA	tr|L7M2I6|L7M2I6_RHIPC, tr|L7ML86|L7ML86_RHIPC		sp|Q7ZXY0|INO1A_XENLA	sp|Q7ZXY0|INO1A_XENLA
OG0001433	sp|Q8MK44|DGAT1_BOVIN		KFM72701.1, XP_022254942.1, XP_023231677.1	XP_022240058.1, XP_022254942.1	sp|Q9GMF1|DGAT1_CHLAE	tr|A0A023GC91|A0A023GC91_AMBTT			sp|Q9Z2A7|DGAT1_MOUSE
OG0001434	sp|Q14849|STAR3_HUMAN		tr|B7QE92|B7QE92_IXOSC	tr|B7QE92|B7QE92_IXOSC	sp|Q14849|STAR3_HUMAN	tr|A0A023FYV9|A0A023FYV9_AMBPA, tr|A0A023GKL1|A0A023GKL1_AMBTT, tr|B7QE92|B7QE92_IXOSC, tr|G3MLM9|G3MLM9_AMBMU			sp|Q14849|STAR3_HUMAN
OG0001435	sp|O94911|ABCA8_HUMAN, sp|Q8CF82|ABCA5_RAT		XP_023022014.1	XP_002425677.1, XP_025601828.1	sp|Q8K441|ABCA6_MOUSE, sp|Q8WWZ7|ABCA5_HUMAN	tr|L7LYC4|L7LYC4_RHIPC			sp|Q8WWZ7|ABCA5_HUMAN
OG0001436	sp|Q91XB0|TREX1_MOUSE, sp|Q9BG99|TREX1_BOVIN, sp|Q9NSU2|TREX1_HUMAN		tr|B7PN33|B7PN33_IXOSC	tr|B7PN33|B7PN33_IXOSC, tr|B7PSW8|B7PSW8_IXOSC	sp|Q9BQ50|TREX2_HUMAN	tr|L7M5X6|L7M5X6_RHIPC			sp|Q9R1A9|TREX2_MOUSE
OG0001437	sp|P04818|TYSY_HUMAN, sp|Q4L6D7|TYSY_STAHJ		tr|B7P7E2|B7P7E2_IXOSC	XP_013105489.1, tr|B7P7E2|B7P7E2_IXOSC	sp|A1SJ31|TYSY_NOCSJ, sp|P04818|TYSY_HUMAN	tr|L7M0X3|L7M0X3_RHIPC			sp|P04818|TYSY_HUMAN
OG0001438	sp|Q86UY8|NT5D3_HUMAN		XP_022671747.1	OQR68667.1, XP_003747947.1, XP_022671747.1	sp|Q86UY8|NT5D3_HUMAN	tr|L7MC57|L7MC57_RHIPC		sp|Q9H857|NT5D2_HUMAN	sp|Q86UY8|NT5D3_HUMAN
OG0001439	sp|Q06265|EXOS9_HUMAN		tr|B7PUF0|B7PUF0_IXOSC	tr|B7PUF0|B7PUF0_IXOSC	sp|Q3SWZ4|EXOS9_BOVIN	tr|A0A023GM67|A0A023GM67_AMBTT, tr|B7PUF0|B7PUF0_IXOSC, tr|L7MHJ0|L7MHJ0_RHIPC		sp|Q4QR75|EXOS9_RAT	sp|Q06265|EXOS9_HUMAN
OG0001440	sp|Q8TDM6|DLG5_HUMAN		tr|B7PJF4|B7PJF4_IXOSC	tr|B7PJF4|B7PJF4_IXOSC	sp|Q8TDM6|DLG5_HUMAN	tr|A0A023GKY7|A0A023GKY7_AMBTT, tr|B7PJF4|B7PJF4_IXOSC, tr|L7LXL5|L7LXL5_RHIPC, tr|L7MHS8|L7MHS8_RHIPC			sp|Q8TDM6|DLG5_HUMAN
OG0001441	sp|Q179T2|MUT7_AEDAE		tr|B7PM07|B7PM07_IXOSC	XP_013783154.1, tr|B7PM05|B7PM05_IXOSC, tr|B7PM07|B7PM07_IXOSC	sp|Q179T2|MUT7_AEDAE, sp|Q8N9H8|MUT7_HUMAN	tr|L7LU46|L7LU46_RHIPC			sp|Q8N9H8|MUT7_HUMAN
OG0001442	sp|Q4V7C6|GUAA_RAT	EEC07159.1, JAB83808.1	tr|B7PKN7|B7PKN7_IXOSC	tr|B7PKN7|B7PKN7_IXOSC	sp|Q4V7C6|GUAA_RAT	tr|L7MGI2|L7MGI2_RHIPC		sp|Q4V7C6|GUAA_RAT	sp|Q4V7C6|GUAA_RAT
OG0001443	sp|Q27128|PAPSS_URECA	EEC01170.1	tr|B7P3J8|B7P3J8_IXOSC	tr|B7P3J8|B7P3J8_IXOSC	sp|Q27128|PAPSS_URECA	tr|G3MPV1|G3MPV1_AMBMU, tr|L7M6S3|L7M6S3_RHIPC		sp|Q27128|PAPSS_URECA	sp|Q27128|PAPSS_URECA
OG0001444	sp|P35658|NU214_HUMAN		tr|B7P6T1|B7P6T1_IXOSC	EEC02303.1, tr|B7P6T1|B7P6T1_IXOSC	sp|P35658|NU214_HUMAN	tr|A0A023FM74|A0A023FM74_AMBCJ, tr|L7MF06|L7MF06_RHIPC, tr|L7MH37|L7MH37_RHIPC			sp|Q80U93|NU214_MOUSE
OG0001445	sp|Q9UI26|IPO11_HUMAN		XP_023228381.1	XP_013780751.1, XP_023228381.1	sp|Q9UI26|IPO11_HUMAN	tr|B7Q6V1|B7Q6V1_IXOSC, tr|L7M1H2|L7M1H2_RHIPC, tr|V5GYE8|V5GYE8_IXORI			sp|Q9UI26|IPO11_HUMAN
OG0001446	sp|Q9VBP9|NPL4_DROME		KFM72634.1	KFM72634.1	sp|Q9VBP9|NPL4_DROME	tr|L7LXZ5|L7LXZ5_RHIPC, tr|L7MFR2|L7MFR2_RHIPC, tr|L7MGT1|L7MGT1_RHIPC		sp|Q9VBP9|NPL4_DROME	sp|Q9VBP9|NPL4_DROME
OG0001447	sp|Q3SZC4|NSF1C_BOVIN		tr|B7PEL3|B7PEL3_IXOSC	tr|B7PEL3|B7PEL3_IXOSC	sp|Q3SZC4|NSF1C_BOVIN	tr|A0A023FJ42|A0A023FJ42_AMBCJ, tr|L7M590|L7M590_RHIPC, tr|L7MBY4|L7MBY4_RHIPC		sp|Q5ZK10|NSF1C_CHICK	sp|Q3SZC4|NSF1C_BOVIN
OG0001448	sp|Q54UP5|XPO4_DICDI, sp|Q9C0E2|XPO4_HUMAN		XP_013778949.1	KFM64442.1, XP_013778949.1	sp|Q5ZMR9|XPO4_CHICK	tr|L7M275|L7M275_RHIPC, tr|L7M2Q5|L7M2Q5_RHIPC			sp|Q499Y0|XPO4_XENLA
OG0001449	sp|Q8BKC5|IPO5_MOUSE		XP_023229775.1	XP_013772605.1, XP_023229775.1, tr|B7PD93|B7PD93_IXOSC	sp|Q8BKC5|IPO5_MOUSE	tr|L7LWM9|L7LWM9_RHIPC		sp|Q8BKC5|IPO5_MOUSE	sp|O00410|IPO5_HUMAN
OG0001450	sp|Q5BJ65|H2AV_XENTR, sp|Q8S857|H2AV2_ORYSJ		XP_023241764.1	XP_023241764.1	sp|Q5BJ65|H2AV_XENTR	tr|A0A023GH79|A0A023GH79_AMBTT	tr|V5HZA1|V5HZA1_IXORI		sp|P08985|H2AV_DROME, sp|Q5BJ65|H2AV_XENTR
OG0001451	sp|P14629|ERCC5_XENLA		XP_015905326.1	RWS10041.1, tr|B7PMU3|B7PMU3_IXOSC	sp|P35689|ERCC5_MOUSE	tr|B7PMU3|B7PMU3_IXOSC, tr|L7MLW9|L7MLW9_RHIPC			sp|P28715|ERCC5_HUMAN, sp|P35689|ERCC5_MOUSE
OG0001452	sp|Q5ZKN1|CDK9_CHICK		XP_013773793.1, XP_022240831.1, XP_023223113.1	XP_013773793.1, XP_022240831.1	sp|Q5ZKN1|CDK9_CHICK	tr|L7M905|L7M905_RHIPC			sp|Q5ZKN1|CDK9_CHICK
OG0001453	sp|Q9VPP5|RNH2A_DROME		XP_021003680.1, XP_023216522.1	XP_013780260.2, XP_021003680.1, XP_023216524.1, XP_026271524.1		tr|L7MH87|L7MH87_RHIPC			sp|Q9VPP5|RNH2A_DROME
OG0001454	sp|Q8WV74|NUDT8_HUMAN, sp|Q9CR24|NUDT8_MOUSE		tr|B7PFI5|B7PFI5_IXOSC	tr|B7PFI5|B7PFI5_IXOSC, tr|B7QK52|B7QK52_IXOSC	sp|Q8WV74|NUDT8_HUMAN, sp|Q9CR24|NUDT8_MOUSE	tr|B7PFI5|B7PFI5_IXOSC			sp|Q9CR24|NUDT8_MOUSE
OG0001455	sp|Q6IUU3|QSOX1_RAT		XP_013774939.1	XP_013774939.1, XP_013780215.1	sp|Q6AX23|QSOX2_XENLA, sp|Q6IUU3|QSOX1_RAT	tr|L7LVI4|L7LVI4_RHIPC, tr|V5H6M8|V5H6M8_IXORI			sp|Q6IUU3|QSOX1_RAT
OG0001456	sp|O70157|TOP3A_MOUSE, sp|Q13472|TOP3A_HUMAN			ROT80598.1, XP_018916499.1, XP_021921836.1, XP_023234513.1	sp|O70157|TOP3A_MOUSE, sp|Q9NG98|TOP3A_DROME				sp|O70157|TOP3A_MOUSE
OG0001457	sp|Q7ZVK3|SIR2_DANRE		tr|B7QK39|B7QK39_IXOSC	XP_003740400.1, tr|B7QK39|B7QK39_IXOSC	sp|Q7ZVK3|SIR2_DANRE	tr|A0A023FYT4|A0A023FYT4_AMBPA, tr|B7QK39|B7QK39_IXOSC		sp|Q7ZVK3|SIR2_DANRE	sp|Q7ZVK3|SIR2_DANRE
OG0001458	sp|Q8IY18|SMC5_HUMAN		DAA34521.1, XP_022244452.1, XP_022244455.1, XP_022244456.1, tr|B7QC04|B7QC04_IXOSC	XP_023227302.1	sp|Q805A1|SMC5_XENLA	tr|B7PZ55|B7PZ55_IXOSC			
OG0001459	sp|P54359|SEPT2_DROME		XP_013779075.1, XP_015925000.1	XP_015925000.1, XP_026328072.1, tr|B7PN20|B7PN20_IXOSC	sp|P54359|SEPT2_DROME	tr|L7M0J5|L7M0J5_RHIPC			sp|P54359|SEPT2_DROME
OG0001460	sp|Q9H7L9|SDS3_HUMAN		XP_013786280.1	XP_013786279.1, XP_013786280.1, XP_023215146.1	sp|Q5RBB8|SDS3_PONAB	tr|L7MIT0|L7MIT0_RHIPC, tr|L7MJS8|L7MJS8_RHIPC			sp|Q5RBB8|SDS3_PONAB
OG0001461	sp|Q62901|RERE_RAT, sp|Q80TZ9|RERE_MOUSE, sp|Q9P2R6|RERE_HUMAN			RWS31028.1	sp|Q9P2R6|RERE_HUMAN	tr|A0A023GGD7|A0A023GGD7_AMBTT, tr|L7M2G2|L7M2G2_RHIPC, tr|V5H6P7|V5H6P7_IXORI			sp|Q80TZ9|RERE_MOUSE
OG0001462	sp|P27088|XPA_XENLA		tr|B7Q5Q8|B7Q5Q8_IXOSC	tr|B7Q5Q8|B7Q5Q8_IXOSC	sp|P27088|XPA_XENLA	tr|A0A023GJI8|A0A023GJI8_AMBTT, tr|B7Q5Q8|B7Q5Q8_IXOSC, tr|L7LTR8|L7LTR8_RHIPC, tr|L7M5S5|L7M5S5_RHIPC			sp|P27088|XPA_XENLA
OG0001463	sp|Q9VQZ6|ELP3_DROME		tr|B7PTM1|B7PTM1_IXOSC	XP_021917622.1, XP_023715783.1, tr|B7PTM1|B7PTM1_IXOSC	sp|Q9VQZ6|ELP3_DROME	tr|B7PTM1|B7PTM1_IXOSC, tr|L7M2Q1|L7M2Q1_RHIPC			sp|Q5ZHS1|ELP3_CHICK
OG0001464	sp|Q8K4G6|MACD1_RAT		XP_022669384.1, tr|B7PF53|B7PF53_IXOSC	tr|B7PF53|B7PF53_IXOSC	sp|Q2KHU5|MACD1_BOVIN	tr|B7PF53|B7PF53_IXOSC, tr|G3MI23|G3MI23_AMBMU		sp|Q8K4G6|MACD1_RAT	sp|Q8K4G6|MACD1_RAT
OG0001465	sp|Q2T9P4|NASP_BOVIN		tr|B7PQD3|B7PQD3_IXOSC	XP_023240387.1, tr|B7PQD3|B7PQD3_IXOSC	sp|P49321|NASP_HUMAN, sp|Q02508|HGV2_HALRO	tr|L7MJZ5|L7MJZ5_RHIPC, tr|V5HQI6|V5HQI6_IXORI			sp|Q02508|HGV2_HALRO
OG0001466	sp|Q9UET6|TRM7_HUMAN		XP_013782606.1, tr|B7PEF9|B7PEF9_IXOSC	KFM82922.1, XP_013782606.1, tr|B7PEF9|B7PEF9_IXOSC	sp|Q9UET6|TRM7_HUMAN	tr|A0A023GH24|A0A023GH24_AMBTT			sp|Q9UET6|TRM7_HUMAN
OG0001467	sp|P40469|MET18_YEAST, sp|Q54J88|MMS19_DICDI, sp|Q9D071|MMS19_MOUSE		tr|B7PAW1|B7PAW1_IXOSC	EEC03733.1, OAD54066.1, tr|B7PAW1|B7PAW1_IXOSC		tr|L7LYU3|L7LYU3_RHIPC			sp|Q9D071|MMS19_MOUSE
OG0001468	sp|Q6ZQ88|KDM1A_MOUSE		KFM79884.1, tr|B7PX42|B7PX42_IXOSC	tr|B7PJ47|B7PJ47_IXOSC	sp|O60341|KDM1A_HUMAN, sp|Q6ZQ88|KDM1A_MOUSE	tr|A0A023GP06|A0A023GP06_AMBTT, tr|B7PJ47|B7PJ47_IXOSC			sp|O60341|KDM1A_HUMAN
OG0001469	sp|Q5TAX3|TUT4_HUMAN		tr|B7PQC9|B7PQC9_IXOSC	tr|B7PQC9|B7PQC9_IXOSC	sp|Q5TAX3|TUT4_HUMAN	tr|B7PQC9|B7PQC9_IXOSC, tr|B7Q3C8|B7Q3C8_IXOSC, tr|L7LZI9|L7LZI9_RHIPC, tr|L7MMB9|L7MMB9_RHIPC			sp|B2RX14|TUT4_MOUSE
OG0001470	sp|A7T167|GDAP2_NEMVE		XP_013780165.1, XP_023217317.1	XP_013780164.1, XP_013780165.1, XP_023217317.1	sp|A7T167|GDAP2_NEMVE	tr|L7LUI4|L7LUI4_RHIPC			sp|A7T167|GDAP2_NEMVE
OG0001471	sp|Q9R0I7|YLPM1_MOUSE		XP_022243583.1	XP_005185979.1, XP_022204856.1, XP_022243583.1, XP_023229494.1				sp|P0CB49|YLPM1_RAT, sp|Q9R0I7|YLPM1_MOUSE	sp|P0CB49|YLPM1_RAT
OG0001472	sp|Q91ZW3|SMCA5_MOUSE		XP_023212119.1	XP_023212119.1	sp|Q08773|ISW2_YEAST, sp|Q91ZW3|SMCA5_MOUSE	tr|A0A023GLH3|A0A023GLH3_AMBTT, tr|B7QHA0|B7QHA0_IXOSC, tr|L7LYS7|L7LYS7_RHIPC			sp|Q91ZW3|SMCA5_MOUSE
OG0001473	sp|O96433|CCNT_DROME		XP_023219093.1	XP_013790298.1, XP_023219093.1, tr|B7PHH0|B7PHH0_IXOSC	sp|O96433|CCNT_DROME	tr|A0A023G5X4|A0A023G5X4_AMBTT, tr|L7ML43|L7ML43_RHIPC			sp|Q7TQK0|CCNT2_MOUSE
OG0001474	sp|Q9UBN7|HDAC6_HUMAN		EFX83972.1, RZF39849.1, XP_023236430.1	EFX83972.1	sp|Q9UBN7|HDAC6_HUMAN	tr|A0A023FEJ9|A0A023FEJ9_AMBCJ, tr|A0A023GDE3|A0A023GDE3_AMBTT			sp|Q9UBN7|HDAC6_HUMAN
OG0001475	sp|Q6PDG5|SMRC2_MOUSE		tr|B7QK02|B7QK02_IXOSC	tr|B7QK02|B7QK02_IXOSC	sp|Q8TAQ2|SMRC2_HUMAN	tr|B7QK02|B7QK02_IXOSC, tr|L7M6N1|L7M6N1_RHIPC, tr|L7M968|L7M968_RHIPC		sp|Q6PDG5|SMRC2_MOUSE	sp|Q8TAQ2|SMRC2_HUMAN
OG0001476	sp|Q9JLV6|PNKP_MOUSE		KFM80954.1	KFM80954.1, XP_023221745.1, tr|B7PJU9|B7PJU9_IXOSC	sp|Q9JLV6|PNKP_MOUSE	tr|A0A023GNJ1|A0A023GNJ1_AMBTT, tr|L7MA73|L7MA73_RHIPC			sp|Q96T60|PNKP_HUMAN
OG0001477	sp|Q14683|SMC1A_HUMAN, sp|Q920F6|SMC1B_MOUSE		XP_022237917.1	KFM61251.1, XP_022235479.1, XP_022237917.1	sp|O97593|SMC1A_BOVIN	tr|L7M269|L7M269_RHIPC			sp|Q14683|SMC1A_HUMAN
